Nom,Type principal,Site internet (url racine),Téléphone,Téléphone suplémentaire,Fuseau horaire,Adresse 1,Ville,Code postal,Etat,Pays,Email,Page de contact 1,Lien_réseaux_sociaux,Unique_Email,provenance,owner,leadStatus,id,Ref,Nom_listing
Scalise Joseph,Centre de formation continue,,+33 4 77 95 06 09,+33 4 77 95 06 09,Europe/Paris,16 Rue du Belvédère,Saint-Jean-Bonnefonds,42650,Auvergne-Rhône-Alpes,France,,,,,scrap.io,pmonimeau@media-start.fr,NEW,Scalise Joseph+33 4 77 95 06 09,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Greta Lac,Centre de formation continue,http://greta-lac.fr,+33 4 50 43 91 81,+33 4 50 43 91 81,Europe/Paris,9 Rue des Marronniers,Annemasse,74100,Auvergne-Rhône-Alpes,France,contact.gretalac@ac-grenoble.fr,,https://facebook.com/gretalacacgrenoble https://facebook.com/legreta https://youtube.com/channel/UCtNdtb8NExeddwpbflNqwnA https://twitter.com/greta_lac https://twitter.com/lesgreta https://instagram.com/gretalac74 https://instagram.com/greta_formation https://linkedin.com/school/le-greta https://linkedin.com/company/le-greta,contact.gretalac@ac-grenoble.fr,scrap.io,pmonimeau@media-start.fr,NEW,Greta Lac+33 4 50 43 91 81,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Centre De Bilan De Compétences Métod Beynost Certified Cpf - Qualiopi,Office d'orientation professionnelle,https://metod.org,+33 4 78 62 39 94,+33 4 78 62 39 94,Europe/Paris,66 Imp. du Sermoraz,Beynost,01700,Auvergne-Rhône-Alpes,France,,https://metod.org/contacts,,,scrap.io,pmonimeau@media-start.fr,NEW,Centre De Bilan De Compétences Métod Beynost Certified Cpf - Qualiopi+33 4 78 62 39 94,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Imelyon,École d'éducation pour adultes,https://www.imelyon.fr,+33 6 95 20 30 90,+33 6 95 20 30 90,Europe/Paris,3 Cr Charlemagne,Lyon,69002,Auvergne-Rhône-Alpes,France,guillaume.mathe@imelyon.fr contact@imelyon.fr jacqueline.payre@gmail.com arnaudbouzinac@gmail.com,,https://youtube.com/playlist,guillaume.mathe@imelyon.fr,scrap.io,pmonimeau@media-start.fr,NEW,Imelyon+33 6 95 20 30 90,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Allegria Consult Véronique Pady Stimbre,Psychologue,https://www.allegria-consult.fr,+33 6 73 54 23 55,+33 6 73 54 23 55,Europe/Paris,62 Rue de la République,Bourg-en-Bresse,01000,Auvergne-Rhône-Alpes,France,veronique.pady@allegria-consult.fr,https://www.allegria-consult.fr/contact,,veronique.pady@allegria-consult.fr,scrap.io,pmonimeau@media-start.fr,NEW,Allegria Consult Véronique Pady Stimbre+33 6 73 54 23 55,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Gaillard Formation - Lyon,Centre de formation continue,https://www.gaillardformation.fr,+33 4 72 81 92 85,+33 4 72 81 92 85,Europe/Paris,248 Av. Franklin Roosevelt,Vaulx-en-Velin,69120,Auvergne-Rhône-Alpes,France,clermont@gaillardformation.fr lepuy@gaillardformation.fr moulins@gaillardformation.fr nevers@gaillardformation.fr st-etienne@gaillardformation.fr,https://www.gaillardformation.fr/contact-groupe,https://facebook.com/groupegaillard https://facebook.com/gaillardformation https://linkedin.com/company/gaillard-formation,clermont@gaillardformation.fr,scrap.io,pmonimeau@media-start.fr,NEW,Gaillard Formation - Lyon+33 4 72 81 92 85,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Smile Le Salon,Centre de formation continue,https://www.smile-lesalon.com,+33 4 50 98 07 68,+33 4 50 98 07 68,Europe/Paris,780 Av. de Colomby,Cluses,74300,Auvergne-Rhône-Alpes,France,communication@sndec.com,https://www.smile-lesalon.com/contactez-nous,https://facebook.com/smilelesalon,communication@sndec.com,scrap.io,pmonimeau@media-start.fr,NEW,Smile Le Salon+33 4 50 98 07 68,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Afec,Centre de formation continue,https://www.afec.fr,+33 9 63 51 46 95,+33 9 63 51 46 95,Europe/Paris,3 Av. de Québec,Saint-Vallier,26240,Auvergne-Rhône-Alpes,France,,https://www.afec.fr/contact https://www.afec.fr/contact-professionnels https://www.afec.fr/contact-du-siege,https://facebook.com/afecgroupe https://instagram.com/groupe_afec https://linkedin.com/sharing/share-offsite https://linkedin.com/company/afec,,scrap.io,pmonimeau@media-start.fr,NEW,Afec+33 9 63 51 46 95,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Nlp,Centre de formation continue,,+33 4 50 71 12 78,+33 4 50 71 12 78,Europe/Paris,Rte de Genève,Anthy-sur-Léman,74200,Auvergne-Rhône-Alpes,France,,,,,scrap.io,pmonimeau@media-start.fr,NEW,Nlp+33 4 50 71 12 78,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Bulle Sante Formation,Centre de formation continue,https://www.bulle-sante-formation.fr,+33 6 80 56 43 05,+33 6 80 56 43 05,Europe/Paris,68 Rue Villon,Lyon,69008,Auvergne-Rhône-Alpes,France,contact@bulle-sante.fr contact@bulle-sante-formation.fr,https://www.bulle-sante-formation.fr/content/4-devis-contact-disponibilite-calendrier-tarif-formation-prevention-des-risques-professionnels-mail-telephone-cout-date-coordonnee-adresse https://www.bulle-sante-formation.fr/content/4-contact,,contact@bulle-sante.fr,scrap.io,pmonimeau@media-start.fr,NEW,Bulle Sante Formation+33 6 80 56 43 05,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Bariot Audrey,Centre de formation continue,,+33 9 51 27 80 97,+33 9 51 27 80 97,Europe/Paris,3 Rue Adamoli,Lyon,69001,Auvergne-Rhône-Alpes,France,,,,,scrap.io,pmonimeau@media-start.fr,NEW,Bariot Audrey+33 9 51 27 80 97,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Magnétisme Humaniste,Centre de formation continue,http://magnetisme-humaniste.fr,+33 6 82 04 93 82,+33 6 82 04 93 82,Europe/Paris,9 bis Rue Gambetta,Fontaines-sur-Saône,69270,Auvergne-Rhône-Alpes,France,,,,,scrap.io,pmonimeau@media-start.fr,NEW,Magnétisme Humaniste+33 6 82 04 93 82,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Aftral Saint-Étienne,Centre de formation,https://www.aftral.com,+33 8 09 90 89 08,+33 8 09 90 89 08,Europe/Paris,52 Rue de la Talaudière,Saint-Étienne,42000,Auvergne-Rhône-Alpes,France,dpd@aftral.com mathilde.dupont@gmail.com,https://www.aftral.com/nous-contacter,https://facebook.com/pages/aftral/396158100569042 https://twitter.com/aftral https://instagram.com/aftral_formation https://linkedin.com/company/aftral,dpd@aftral.com,scrap.io,pmonimeau@media-start.fr,NEW,Aftral Saint-Étienne+33 8 09 90 89 08,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Sett Rhônes Alpes,Agence d'intérim,https://www.groupeactual.eu,+33 4 76 34 62 85,+33 4 76 34 62 85,Europe/Paris,340 rue De L'Eygaia,Moirans,38430,Auvergne-Rhône-Alpes,France,drai@uneidee.com guillaume.neronbancel@groupeactual.eu rgpd@groupeactual.eu a2i.aix@groupeactual.eu a2i.ajaccio@groupeactual.eu,https://www.groupeactual.eu/contact https://www.groupeactual.eu/contact-entreprise,https://facebook.com/pages/groupe-actual/316020541763064 https://youtube.com/playlist https://twitter.com/groupeactual https://linkedin.com/company/groupe-actual https://linkedin.com/sharing/share-offsite,drai@uneidee.com,scrap.io,pmonimeau@media-start.fr,NEW,Sett Rhônes Alpes+33 4 76 34 62 85,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Akehal Renaud,Centre de formation continue,,+33 9 54 05 77 76,+33 9 54 05 77 76,Europe/Paris,2 Rue de Cyprian,Villeurbanne,69100,Auvergne-Rhône-Alpes,France,,,,,scrap.io,pmonimeau@media-start.fr,NEW,Akehal Renaud+33 9 54 05 77 76,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Zenauraformation,Centre de formation continue,,+33 6 28 59 35 93,+33 6 28 59 35 93,Europe/Paris,4 Rue d'Alsace Lorraine,Bron,69500,Auvergne-Rhône-Alpes,France,,,,,scrap.io,pmonimeau@media-start.fr,NEW,Zenauraformation+33 6 28 59 35 93,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Lyv Academy,Centre de formation continue,,+33 6 25 82 39 48,+33 6 25 82 39 48,Europe/Paris,83 Rue des Alliés,Saint-Étienne,42100,Auvergne-Rhône-Alpes,France,,,,,scrap.io,pmonimeau@media-start.fr,NEW,Lyv Academy+33 6 25 82 39 48,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Boutet Elisabeth,Conseiller en gestion des affaires,https://www.vedeke.com,+33 6 62 35 97 66,+33 6 62 35 97 66,Europe/Paris,14 Rte de Chevennes,Annecy,74960,Auvergne-Rhône-Alpes,France,contact@vedeke.com,,,contact@vedeke.com,scrap.io,pmonimeau@media-start.fr,NEW,Boutet Elisabeth+33 6 62 35 97 66,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Berthier Dominique,Centre de formation continue,,+33 4 74 22 15 60,+33 4 74 22 15 60,Europe/Paris,115 Imp. du Bois des Crêts,Montagnat,01250,Auvergne-Rhône-Alpes,France,,,,,scrap.io,pmonimeau@media-start.fr,NEW,Berthier Dominique+33 4 74 22 15 60,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Cibc Cantal Saint Flour,Centre de formation continue,https://www.cibc-auvergne-rhone-alpes.fr,+33 6 22 80 51 24,+33 6 22 80 51 24,Europe/Paris,1 Rue Henri Rassemusse,Saint-Flour,15100,Auvergne-Rhône-Alpes,France,contact@cibc-allier-puydedome.fr contact@cibc-ain-hautesavoie.fr referent.handicap@cibc-ain-hautesavoie.fr aurelien.chomont@cibc-allier-puydedome.fr veronique.baconnet@cibc-allier-puydedome.fr,https://www.cibc-auvergne-rhone-alpes.fr/cibc-ain-hautesavoie/contactez-nous https://www.cibc-auvergne-rhone-alpes.fr/cibc-allier-puydedome/contactez-nous https://www.cibc-auvergne-rhone-alpes.fr/cibc-cantal/contactez-nous https://www.cibc-auvergne-rhone-alpes.fr/cibc-drome-ardeche/contactez-nous,https://facebook.com/cibcain https://facebook.com/cibc_allier_puy_de_dome https://facebook.com/cibccantal https://twitter.com/cibcdelain https://twitter.com/cibcallier https://linkedin.com/company/cibc-ain https://linkedin.com/in/boris-vessella-055944105 https://linkedin.com/company/cibc-allier-puy-de-dome https://linkedin.com/in/catherine-combourieu https://linkedin.com/company/cibc-cantal https://linkedin.com/in/linda-coudon-a05296148 https://linkedin.com/in/lo%c3%afc-hommeau https://linkedin.com/in/r%c3%a9becca-r%c3%a9gerat,contact@cibc-allier-puydedome.fr,scrap.io,pmonimeau@media-start.fr,NEW,Cibc Cantal Saint Flour+33 6 22 80 51 24,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Bilan De Competences Saint-Bonnet-Les-Oules Alpha Et Omega,Centre de formation continue,http://www.alphaetomega.com,+33 4 76 89 36 46,+33 4 76 89 36 46,Europe/Paris,182 Chem. de l'Étang,Saint-Bonnet-les-Oules,42330,Auvergne-Rhône-Alpes,France,contact@alphaetomega.com isorba@alphaetomega.com cangelier@alphaetomega.com,http://www.alphaetomega.com/contacter-alpha-et-omega,nan https://twitter.com/alpha et omega,contact@alphaetomega.com,scrap.io,pmonimeau@media-start.fr,NEW,Bilan De Competences Saint-Bonnet-Les-Oules Alpha Et Omega+33 4 76 89 36 46,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Courtage-Academy.com,Centre de formation continue,https://www.courtage-academy.com,+33 7 84 56 60 15,+33 7 84 56 60 15,Europe/Paris,37 Rue de la République,Lyon,69002,Auvergne-Rhône-Alpes,France,acceuil.information.mdph@mdph13.fr accueil.mdph@bas-rhin.fr accueil.mdph@cg41.fr accueil.mdph@loire-atlantique.fr accueil@mdph12.fr,https://www.courtage-academy.com/contact,nan https://twitter.com/courtagea https://linkedin.com/in/christophe-probst-42b580109 https://linkedin.com/company/courtage-academy https://linkedin.com/in/probst-christophe,acceuil.information.mdph@mdph13.fr,scrap.io,pmonimeau@media-start.fr,NEW,Courtage-Academy.com+33 7 84 56 60 15,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Atoutcorde,Centre de formation continue,http://atoutcorde.com,+33 4 76 95 62 05,+33 4 76 95 62 05,Europe/Paris,118 Chem. des Breux,Villard-de-Lans,38250,Auvergne-Rhône-Alpes,France,contact@atoutcorde.com,,https://facebook.com/atoutcorde,contact@atoutcorde.com,scrap.io,pmonimeau@media-start.fr,NEW,Atoutcorde+33 4 76 95 62 05,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Bazzara,École d'éducation pour adultes,http://www.conseil-gestion-service-loire.com,+33 6 40 51 03 03,+33 6 40 51 03 03,Europe/Paris,104 Rue Bergson,Saint-Étienne,42000,Auvergne-Rhône-Alpes,France,formation.cgsloire@gmail.com,http://www.conseil-gestion-service-loire.com/contact https://www.conseil-gestion-service-loire.com/contact,https://facebook.com/cathia.bazzara https://facebook.com/formationinformatique42 http://twitter.com/cgsloire https://twitter.com/cgsloire,formation.cgsloire@gmail.com,scrap.io,pmonimeau@media-start.fr,NEW,Bazzara+33 6 40 51 03 03,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Escale,Centre de formation continue,,+33 4 76 65 93 69,+33 4 76 65 93 69,Europe/Paris,6 Av. Léon et Joanny Tardy,Voiron,38500,Auvergne-Rhône-Alpes,France,,,,,scrap.io,pmonimeau@media-start.fr,NEW,Escale+33 4 76 65 93 69,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Actefi,Centre de formation continue,,+33 4 69 31 59 08,+33 4 69 31 59 08,Europe/Paris,1901 Rte de Saint-Jean de Bournay,Eclose-Badinières,38300,Auvergne-Rhône-Alpes,France,,,,,scrap.io,pmonimeau@media-start.fr,NEW,Actefi+33 4 69 31 59 08,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Chromosphere,Centre de formation continue,,+33 6 03 92 39 97,+33 6 03 92 39 97,Europe/Paris,33 Rue Guilloux,St-Genis-Laval,69230,Auvergne-Rhône-Alpes,France,,,,,scrap.io,pmonimeau@media-start.fr,NEW,Chromosphere+33 6 03 92 39 97,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Evelyne Jacquinet Trainer In Improvement Quality Life Au Travail Et Sophrologue,Centre de formation continue,,+33 6 70 93 86 20,+33 6 70 93 86 20,Europe/Paris,19 Bd Daniel Mayer,Clermont-Ferrand,63000,Auvergne-Rhône-Alpes,France,,,,,scrap.io,pmonimeau@media-start.fr,NEW,Evelyne Jacquinet Trainer In Improvement Quality Life Au Travail Et Sophrologue+33 6 70 93 86 20,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
F.c 2 I Formation Conseil Création Informatique-Sarl,Centre de formation continue,,+33 4 78 21 00 19,+33 4 78 21 00 19,Europe/Paris,104 Rue du 8 Mai 1945,Saint-Priest,69800,Auvergne-Rhône-Alpes,France,,,,,scrap.io,pmonimeau@media-start.fr,NEW,F.c 2 I Formation Conseil Création Informatique-Sarl+33 4 78 21 00 19,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Ifatc,Centre de formation continue,http://www.ifatc.com,+33 4 72 83 51 12,+33 4 72 83 51 12,Europe/Paris,195 Cr Lafayette,Lyon,69006,Auvergne-Rhône-Alpes,France,ifatc@ifatc.com,,https://youtube.com/c/JulienBesse,ifatc@ifatc.com,scrap.io,pmonimeau@media-start.fr,NEW,Ifatc+33 4 72 83 51 12,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Forma West Insertion,Centre de formation continue,,+33 2 62 44 45 63,+33 2 62 44 45 63,Europe/Paris,10 Rue Pierre Poivre,Lyon,97460,Auvergne-Rhône-Alpes,France,,,,,scrap.io,pmonimeau@media-start.fr,NEW,Forma West Insertion+33 2 62 44 45 63,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
School Association St Vincent,Centre de formation continue,,+33 4 74 01 14 98,+33 4 74 01 14 98,Europe/Paris,All. du Colombier,Bully,69210,Auvergne-Rhône-Alpes,France,,,,,scrap.io,pmonimeau@media-start.fr,NEW,School Association St Vincent+33 4 74 01 14 98,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Alf-Formation,Centre de formation continue,,+33 6 11 31 45 49,+33 6 11 31 45 49,Europe/Paris,145 Rue de la Pagère,Bron,69500,Auvergne-Rhône-Alpes,France,,,,,scrap.io,pmonimeau@media-start.fr,NEW,Alf-Formation+33 6 11 31 45 49,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Elikya Academy,Centre de formation continue,https://elikya-academy.com,+33 4 74 88 59 79,+33 4 74 88 59 79,Europe/Paris,"L, 10 Rue Saint-Théobald",L'Isle-d'Abeau,38080,Auvergne-Rhône-Alpes,France,elikya.academy@gmail.com chantal.taylo@gmail.com johnkta7@gmail.com,https://elikya-academy.com/contact https://formations.elikya-academy.com/contact https://www.formations.elikya-academy.com/contact,https://facebook.com/elikya-academy-group-100689455086612 https://youtube.com/channel/UCK6BIPhRlMoeuihT0ga3BIA https://instagram.com/elikya.academy.group https://linkedin.com/company/elikya-academy-group,elikya.academy@gmail.com,scrap.io,pmonimeau@media-start.fr,NEW,Elikya Academy+33 4 74 88 59 79,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Bt Conseil Tmd,Centre de formation continue,https://www.btconseiltmd.fr,+33 9 81 02 80 20,+33 9 81 02 80 20,Europe/Paris,305 Av. Théodore Braun,Villefranche-sur-Saone,69400,Auvergne-Rhône-Alpes,France,contact@btconseiltmd.fr contact@creaweb31.com,https://btconseiltmd.fr/contact,,contact@btconseiltmd.fr,scrap.io,pmonimeau@media-start.fr,NEW,Bt Conseil Tmd+33 9 81 02 80 20,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Orphélie Cardin Coaching,Centre de coaching,http://www.cardincoaching.com,+33 6 62 43 92 87,+33 6 62 43 92 87,Europe/Paris,23 Av. de Loverchy,Annecy,74000,Auvergne-Rhône-Alpes,France,cardincoaching@gmail.com,,https://facebook.com/orpheliecardin https://instagram.com/orphelie.cardin https://linkedin.com/in/orpheliecardin,cardincoaching@gmail.com,scrap.io,pmonimeau@media-start.fr,NEW,Orphélie Cardin Coaching+33 6 62 43 92 87,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Acadomia Annonay - Ardèche,Service de soutien scolaire,https://www.acadomia.fr,+33 4 75 33 48 20,+33 4 75 33 48 20,Europe/Paris,18 Rue Boissy d'Anglas,Annonay,07100,Auvergne-Rhône-Alpes,France,,,https://facebook.com/acadomia https://youtube.com/user/acadomia https://twitter.com/acadomia https://instagram.com/acadomia https://linkedin.com/company/acadomia,,scrap.io,pmonimeau@media-start.fr,NEW,Acadomia Annonay - Ardèche+33 4 75 33 48 20,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Cil Communication,Centre de formation continue,,+33 4 78 72 74 38,+33 4 78 72 74 38,Europe/Paris,173 Av. Jean Jaurès,Lyon,69007,Auvergne-Rhône-Alpes,France,,,,,scrap.io,pmonimeau@media-start.fr,NEW,Cil Communication+33 4 78 72 74 38,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Drôme-Ardèche Antenne De Montélimar,Centre de formation,https://www.cibc-auvergne-rhone-alpes.fr,+33 4 75 82 70 70,+33 4 75 82 70 70,Europe/Paris,3 Rue Margot Delaye,Montélimar,26200,Auvergne-Rhône-Alpes,France,,https://www.cibc-auvergne-rhone-alpes.fr/cibc-ain-hautesavoie/contactez-nous https://www.cibc-auvergne-rhone-alpes.fr/cibc-allier-puydedome/contactez-nous https://www.cibc-auvergne-rhone-alpes.fr/cibc-cantal/contactez-nous https://www.cibc-auvergne-rhone-alpes.fr/cibc-drome-ardeche/contactez-nous,https://facebook.com/cibcdromeardeche https://twitter.com/cibc26_07 https://linkedin.com/company/cibc-dr%c3%b4me-ard%c3%a8che,,scrap.io,pmonimeau@media-start.fr,NEW,Drôme-Ardèche Antenne De Montélimar+33 4 75 82 70 70,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Mandon Sylvain,Centre de formation continue,http://formation-levage.com,+33 4 72 41 92 33,+33 4 72 41 92 33,Europe/Paris,21 Rue Sainte-Hélène,Lyon,69002,Auvergne-Rhône-Alpes,France,,https://formation-levage.com/nous-contacter-formation-levages https://formation-levage.com/nous-contacter,,,scrap.io,pmonimeau@media-start.fr,NEW,Mandon Sylvain+33 4 72 41 92 33,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Bourgeot Aurat Nadine Nicole,École de danse,,+33 4 70 20 48 25,+33 4 70 20 48 25,Europe/Paris,Grand esc pass Allier,Moulins,03000,Auvergne-Rhône-Alpes,France,,,,,scrap.io,pmonimeau@media-start.fr,NEW,Bourgeot Aurat Nadine Nicole+33 4 70 20 48 25,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
INLINGUA LYON Part-Dieu,Centre de formation,https://inlingua-france.fr,+33 4 78 62 72 57,+33 4 78 62 72 57,Europe/Paris,"Le Britannia, 20 Bd Eugène Deruelle",Lyon,69003,Auvergne-Rhône-Alpes,France,,https://inlingua-france.fr/nous-contacter https://inlingua-france.fr/centre-contacter,https://facebook.com/inlingualyon https://facebook.com/inlingua-france-108001674451132 https://instagram.com/inlingualyon https://linkedin.com/company/inlingua-lyon https://linkedin.com/company/inlingua-formation-langues https://linkedin.com/collect,,scrap.io,pmonimeau@media-start.fr,NEW,INLINGUA LYON Part-Dieu+33 4 78 62 72 57,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Formago,Centre de formation continue,https://formago-online.fr,+33 1 89 72 01 97,+33 1 89 72 01 97,Europe/Paris,2 Rue Coysevox,Lyon,69001,Auvergne-Rhône-Alpes,France,direction.formago@gmail.com,https://formago-online.fr/contact,https://facebook.com/policy/cookies,direction.formago@gmail.com,scrap.io,pmonimeau@media-start.fr,NEW,Formago+33 1 89 72 01 97,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Scriptorium-Conseil.fr,Centre de formation continue,,+33 6 01 06 59 18,+33 6 01 06 59 18,Europe/Paris,4 Rue de la Roseraie,Grézieu-la-Varenne,69290,Auvergne-Rhône-Alpes,France,,,,,scrap.io,pmonimeau@media-start.fr,NEW,Scriptorium-Conseil.fr+33 6 01 06 59 18,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
La Grange - Salle de réunion atypique,Salle de réception,,+33 4 78 34 14 43,+33 4 78 34 14 43,Europe/Paris,31 Rue Marius Poncet,Saint-Genis-les-Ollières,69290,Auvergne-Rhône-Alpes,France,,,,,scrap.io,pmonimeau@media-start.fr,NEW,La Grange - Salle de réunion atypique+33 4 78 34 14 43,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Perf Santé,École d'éducation pour adultes,http://www.perfsante.com,+33 4 37 49 18 06,+33 4 37 49 18 06,Europe/Paris,109 Bd de l'Europe,Pierre-Bénite,69310,Auvergne-Rhône-Alpes,France,formation@dokever.com,http://www.perfsante.com/pages/contact https://www.perfsante.com/pages/contact,https://facebook.com/perfsante https://facebook.com/pages/category/education/perf-sant%c3%a9-1915251665456718 https://linkedin.com/company/dokever,formation@dokever.com,scrap.io,pmonimeau@media-start.fr,NEW,Perf Santé+33 4 37 49 18 06,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Fpc - Business Incubator,Centre de formation continue,,+33 6 10 07 26 42,+33 6 10 07 26 42,Europe/Paris,592 Rue de Longifan,Chapareillan,38530,Auvergne-Rhône-Alpes,France,,,,,scrap.io,pmonimeau@media-start.fr,NEW,Fpc - Business Incubator+33 6 10 07 26 42,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Neptune Rh,Cabinet de recrutement,http://www.neptunerh.com,+33 4 77 35 95 76,+33 4 77 35 95 76,Europe/Paris,18 Rue Verdié,Firminy,42700,Auvergne-Rhône-Alpes,France,bonjour@mare-nostrum.eu servicedsi@mare-nostrum.eu,http://www.neptunerh.com/fr/contactez-nous http://www.neptunerh.com/en/contactez-nous https://www.neptunerh.com/fr/contactez-nous,https://facebook.com/pg/neptune-rh-274830056443325 https://facebook.com/pages/category/consulting-agency/groupe-mare-nostrum-1056603061058583 https://twitter.com/neptune rh https://linkedin.com/company/neptune-rh https://linkedin.com/company/marenostrum2002,bonjour@mare-nostrum.eu,scrap.io,pmonimeau@media-start.fr,NEW,Neptune Rh+33 4 77 35 95 76,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Site Du Chariol | Farm De Brioude-Bonnefont,Agriculteur,https://www.exploitation-agricole-bonnefont.fr,+33 4 71 74 57 57,+33 4 71 74 57 57,Europe/Paris,Le chariol,Frugières-le-Pin,43230,Auvergne-Rhône-Alpes,France,legta.bonnefont@educagri.fr,,https://facebook.com/lycee.bonnefont,legta.bonnefont@educagri.fr,scrap.io,pmonimeau@media-start.fr,NEW,Site Du Chariol | Farm De Brioude-Bonnefont+33 4 71 74 57 57,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Aftral Cournon-D'auvergne,Centre de formation,https://www.aftral.com,+33 8 09 90 89 08,+33 8 09 90 89 08,Europe/Paris,Rue du Bois Joli,Cournon-d'Auvergne,63800,Auvergne-Rhône-Alpes,France,,https://www.aftral.com/nous-contacter,https://facebook.com/pages/aftral/396158100569042 https://twitter.com/aftral https://instagram.com/aftral_formation https://linkedin.com/company/aftral,,scrap.io,pmonimeau@media-start.fr,NEW,Aftral Cournon-D'auvergne+33 8 09 90 89 08,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Mcd Cours Allemand,École d'informatique,,+33 8 11 46 10 68,+33 8 11 46 10 68,Europe/Paris,57 Rue du Président Édouard Herriot,Lyon,69002,Auvergne-Rhône-Alpes,France,,,,,scrap.io,pmonimeau@media-start.fr,NEW,Mcd Cours Allemand+33 8 11 46 10 68,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Trec Data Processing,Centre de formation continue,,+33 4 72 54 94 01,+33 4 72 54 94 01,Europe/Paris,1 All. des Pêchers,Lissieu,69380,Auvergne-Rhône-Alpes,France,,,,,scrap.io,pmonimeau@media-start.fr,NEW,Trec Data Processing+33 4 72 54 94 01,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Osengo Montluçon,Centre de formation,http://www.osengo.fr,+33 4 70 08 70 90,+33 4 70 08 70 90,Europe/Paris,70 Av. de la République,Montluçon,03100,Auvergne-Rhône-Alpes,France,direction@osengo.fr digital.learning@osengo.fr contact.aformac.berry@osengo.fr,https://osengo.fr/contact,https://facebook.com/osengobyaformac https://youtube.com/channel/UC5uvjDvSaq8pQIDXj38S6Dw http://youtube.com/channel/UC5uvjDvSaq8pQIDXj38S6Dw https://instagram.com/osengo_by_aformac https://instagram.com/team.osengo https://linkedin.com/in/l-equipe-groupe-aformac-2614b521 https://linkedin.com/company/osengo-by-aformac/mycompany https://linkedin.com/in/l-equipe-osengo-2614b521 https://linkedin.com/company/osengo-by-aformac,direction@osengo.fr,scrap.io,pmonimeau@media-start.fr,NEW,Osengo Montluçon+33 4 70 08 70 90,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
