"Siren";"Siret";"Raison sociale";"Nature établissement";"Adresse normée ligne 1";"Adresse normée ligne 2";"Adresse normée ligne 3";"Adresse normée ligne 4";"Adresse normée ligne 5";"Adresse normée ligne 6";"Code commune";"Ville";"Code postal";"Département";"Code département";"Région";"Code région";"Forme juridique";"Libellé activité";"Code activité";"Métier";"Date de création";"Civilité dirigeant principal";"Nom dirigeant principal";"Prénom dirigeant principal";"Fonction dirigeant principal";"Tranche Effectif INSEE";"Tranche Effectif établissement";"Mot-clé 1";"Mot-clé 2";"Mot-clé 3";"Mot-clé 4";"Mot-clé 5";"Mot-clé 6";"Mot-clé 7";"Mot-clé 8";"Mot-clé 9";"Mot-clé 10";"Capital social";"Entreprise exportatrice";"CA réalisé à l'export";"Part du CA réalisé à l'export";"Téléphone";"Fax";"Nom de marque 1";"Classes de marque 1";"Nom de marque 2";"Classes de marque 2";"Nom de marque 3";"Classes de marque 3";"Nom de marque 4";"Classes de marque 4";"Nom de marque 5";"Classes de marque 5";"E-Commerce";"Site Web";"Facebook";"Twitter";"LinkedIn";"Email";"Score";"Type de procédure";"Date d'entrée en procédure";"Chiffre d'affaires"
"408260297";"40826029700168";"CENTRALE LOISIRS VOYAGES";"établissement";"CENTRALE LOISIRS VOYAGES";"CENTRALE VOYAGES";"CAMPUS ARTEPARC BAT. B";"595 RUE PIERRE BERTHIER";"";"13290 AIX-EN-PROVENCE";"13001";"AIX-EN-PROVENCE";"13290";"BOUCHES-DU-RHONE";"13";"PROVENCE ALPES COTE D'AZUR";"93";"Société par actions simplifiée (SAS)";"Activités des agences de voyage";"7911Z";"Agence de voyage";"07/1996";"M.";"ROBERT DE BEAUCHAMP";"ERIC";"Président";"20 à 49";"";"acheteur";"agences";"attractions";"brochure";"circuits";"clubs";"extension";"parcs";"royaume";"tourisme";"100000";"OUI";"1953564";"54.380 %";"";"";"";"";"";"";"";"";"";"";"";"";"";"http://www.centralevoyages.fr/";"http://www.facebook.com/CentraleVoyages";"";"";"";"16";"";"";"3592422"
"408373801";"40837380100039";"PHILEAS FROG";"siège";"PHILEAS FROG";"";"";"90 RUE NOLLET";"";"75017 PARIS 17";"75117";"PARIS 17";"75017";"PARIS";"75";"ILE-DE-FRANCE";"11";"Société à responsabilité limitée (sans autre indication)";"Activités des agences de voyage";"7911Z";"Agence de voyage";"08/1996";"Mme";"MOREAU";"BRIGITTE ANNE-MARIE MARGUERITE";"Gérant";"Unités non employeuses";"Unités non employeuses";"appartement";"appartements";"argent";"aventuriers";"banques";"capitale";"circuits";"cultures";"directions";"dollars";"7622";"NON";"";"";"0145226000";"";"";"";"";"";"";"";"";"";"";"";"Oui";"http://www.travelsolutions.fr/";"http://www.facebook.com/pages/Phileas-Frog/280165285323";"";"";"";"13";"";"";"1823497"
"408737088";"40873708800026";"FORMIGOLF";"siège";"FORMIGOLF";"FORMIGOLF";"";"18 RUE CURIE";"";"68000 COLMAR";"68066";"COLMAR";"68000";"HAUT-RHIN";"68";"GRAND EST";"44";"Société à responsabilité limitée (sans autre indication)";"Activités des voyagistes";"7912Z";"Voyagiste, tour-opérateur";"09/1996";"Mme";"THUET";"Antoinette";"Gérant";"10 à 19";"10 à 19";"golf";"voyager";"agencer";"destination";"spécialisé";"marner";"seine";"cigogne";"maritime";"alsacien";"240000";"OUI";"5666827";"96.431 %";"0389211901";"";"";"";"";"";"";"";"";"";"";"";"";"formigolf.fr";"https://www.facebook.com/formigolf/";"";"";"jp.thuet@formigolf.fr";"9";"";"";"5876544"
"408823706";"40882370600028";"VIE SAUVAGE";"siège";"VIE SAUVAGE";"";"16-18";"16 RUE DE LONDRES";"";"75009 PARIS 9";"75109";"PARIS 9";"75009";"PARIS";"75";"ILE-DE-FRANCE";"11";"Société par actions simplifiée (SAS)";"Activités des voyagistes";"7912Z";"Voyagiste, tour-opérateur";"09/1996";"M.";"KUVAA";"";"Président";"3 à 5";"";"ambassade";"bridge";"camp";"canon";"capteur";"climat";"extension";"faune";"nuits";"oiseaux";"30000";"OUI";"1942476";"99.890 %";"0144510800";"";"AHIMSA VOYAGES";"[39]";"";"";"";"";"";"";"";"";"";"http://www.viesauvage.fr/";"";"";"";"viesauvagechrist@wanadoo.fr";"20";"";"";"1944623"
"410107791";"41010779100015";"GAO";"siège";"GAO";"GUY VOYAGES";"";"42 RUE LE PELETIER";"";"75009 PARIS 9";"75109";"PARIS 9";"75009";"PARIS";"75";"ILE-DE-FRANCE";"11";"Société à responsabilité limitée (sans autre indication)";"Activités des agences de voyage";"7911Z";"Agence de voyage";"11/1996";"M.";"AZRIA";"Guy";"Gérant";"Unités non employeuses";"Unités non employeuses";"atout";"avion";"billets";"conseillers";"fleur";"iles";"immatriculation";"jardins";"moteur";"noces";"15244";"OUI";"1398100";"86.752 %";"";"";"";"";"";"";"";"";"";"";"";"";"";"http://www.polynesie-jardinsdeden.com/";"";"";"";"";"";"Clôture pour insuffisance d'actif";"07/2016";"1611600"
"410202873";"41020287300023";"ROOTS TRAVEL";"siège";"ROOTS TRAVEL";"";"";"17 RUE DE L ARSENAL";"";"75004 PARIS 4";"75104";"PARIS 4";"75004";"PARIS";"75";"ILE-DE-FRANCE";"11";"Société à responsabilité limitée (sans autre indication)";"Activités des agences de voyage";"7911Z";"Agence de voyage";"12/1996";"M.";"Alter";"Lionel Pavel";"Gérant";"6 à 9";"6 à 9";"globe";"hiver";"iles";"nuits";"plages";"souris";"vendeur";"villes";"acheteur";"annulation";"7622";"OUI";"3309351";"88.385 %";"0142740707";"";"applicatour";"[42]";"";"";"";"";"";"";"";"";"";"http://www.rootstravel.com/";"http://www.facebook.com/Roots-Travel-179639948736632";"";"";"cuba@rootstravel.com";"11";"";"";"3744242"
"410645972";"41064597200036";"REFLEXE VOYAGES";"siège";"REFLEXE VOYAGES";"";"";"QUAI LESCURE";"";"76920 AMFREVILLE-LA-MI-VOIE";"76005";"AMFREVILLE-LA-MI-VOIE";"76920";"SEINE-MARITIME";"76";"NORMANDIE";"28";"Société par actions simplifiée (SAS)";"Activités des agences de voyage";"7911Z";"Agence de voyage";"03/1997";"M.";"NICAISE";"David, Dominique, Alain";"Président";"3 à 5";"";"anniversaires";"autocar";"avion";"building";"circuits";"moniteurs";"moto";"navette";"nuits";"rallye";"17600";"NON";"-35551";"-1.985 %";"0235710126";"";"";"";"";"";"";"";"";"";"";"";"";"http://www.reflexe-voyages.com/";"";"";"";"";"17";"";"";"1791210"
"411177777";"41117777700041";"PARIS'TRIP";"établissement";"PARIS'TRIP";"";"";"41 AV DE LA BOURDONNAIS";"";"75007 PARIS 7";"75107";"PARIS 7";"75007";"PARIS";"75";"ILE-DE-FRANCE";"11";"Société à responsabilité limitée (sans autre indication)";"Autres services de réservation et activités connexes";"7990Z";"Autres services de réservation liés au voyage, Guide touristique, Services d'assistance aux touristes, Activité de promotion du tourisme, Office de tourisme, syndicat d'initiative";"02/1997";"M.";"Barre";"Jean-Marie";"Gérant";"10 à 19";"";"excursion";"minibus";"priver";"guider";"miner";"rater";"support";"station";"french";"";"300000";"NON";"";"";"0145018273";"";"PARIS TRIP";"[12, 35, 39, 41]";"PARIS TRIP";"[09, 16, 39, 41, 43]";"PARIS TRIP";"[39, 41, 00]";"";"";"";"";"";"paris-trip.com";"https://www.facebook.com/PARISTRIPTOURS/";"https://twitter.com/paris_trip?lang=fr";"https://www.linkedin.com/company/paristrip";"";"15";"";"";"4905889"
"411416035";"41141603500037";"BRIDGE +";"siège";"BRIDGE +";"BRIDGE +";"";"135 RUE DE LA CHALOUERE";"";"49100 ANGERS";"49007";"ANGERS";"49100";"MAINE-ET-LOIRE";"49";"PAYS DE LA LOIRE";"52";"Société à responsabilité limitée (sans autre indication)";"Activités des voyagistes";"7912Z";"Voyagiste, tour-opérateur";"01/1997";"Mme";"QUERAN";"Euriell";"Gérant";"3 à 5";"";"portrait";"reportage";"bridge";"voyager";"magazine";"distribution";"lecture";"mixte";"concours";"localisation";"66000";"NON";"";"";"";"";"SIMULTANE NATIONAL";"[00, 16, 35, 41]";"ROY RENE SIMULTANES DU ROY RENE";"[00, 16, 35, 41]";"RR MASTERS MASTERS ROY RENE";"[00, 16, 35, 41]";"OPEN TOUR BRIDGE +";"[00, 16, 35, 41]";"Bridge + Euriell & Gilles Quéran AAAA";"[41]";"Oui";"bridge-plus-voyage.fr";"";"";"";"bridge.plus@wanadoo.fr";"10";"";"";"2121900"
"413658725";"41365872500044";"SUCCES DES STIM";"siège";"SUCCES DES STIM";"";"";"10 RUE VINEUSE";"";"75116 PARIS 16";"75116";"PARIS 16";"75116";"PARIS";"75";"ILE-DE-FRANCE";"11";"Société à responsabilité limitée (sans autre indication)";"Activités des voyagistes";"7912Z";"Voyagiste, tour-opérateur";"09/1997";"M.";"Barroux";"Ludovic";"Gérant";"6 à 9";"6 à 9";"succès";"voyager";"entreprise";"destination";"sud";"communication";"valider";"interlocuteur";"";"";"111000";"OUI";"6389918";"91.908 %";"0156911911";"";"";"";"";"";"";"";"";"";"";"";"";"succes-des-stim.com";"https://www.facebook.com/Succes-DES-STIM-181739185362636/";"https://twitter.com/SUCCESDESSTIM";"https://www.linkedin.com/company/9412306/";"";"13";"";"";"6952492"
"413734195";"41373419500048";"TERRA NOVA";"établissement";"TERRA NOVA";"";"183-184";"183 QUAI DE BRAZZA";"";"33100 BORDEAUX";"33063";"BORDEAUX";"33100";"GIRONDE";"33";"NOUVELLE AQUITAINE";"75";"Société par actions simplifiée (SAS)";"Activités des agences de voyage";"7911Z";"Agence de voyage";"08/1997";"M.";"GALVAO";"Victor";"Président";"10 à 19";"3 à 5";"appartenance";"attachement";"convention";"esprits";"gala";"licence";"missions";"quai";"rapports";"tourisme";"50000";"NON";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"http://www.mamanlagence.com/";"https://fr-fr.facebook.com/mamanlagence/";"";"";"";"17";"";"";"5137470"
"413734195";"41373419500055";"TERRA NOVA";"établissement";"TERRA NOVA";"MAMAM L'AGENCE";"";"70 RUE SAINT FERREOL";"";"13006 MARSEILLE 6";"13206";"MARSEILLE 6";"13006";"BOUCHES-DU-RHONE";"13";"PROVENCE ALPES COTE D'AZUR";"93";"Société par actions simplifiée (SAS)";"Activités des agences de voyage";"7911Z";"Agence de voyage";"08/1997";"M.";"GALVAO";"Victor";"Président";"10 à 19";"3 à 5";"appartenance";"attachement";"convention";"esprits";"gala";"licence";"missions";"quai";"rapports";"tourisme";"50000";"NON";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"http://www.mamanlagence.com/";"https://fr-fr.facebook.com/mamanlagence/";"";"";"";"17";"";"";"5137470"
"413734195";"41373419500063";"TERRA NOVA";"siège";"TERRA NOVA";"TERRA NOVA";"";"12 RUE EMILE LANDRIN";"";"92100 BOULOGNE-BILLANCOURT";"92012";"BOULOGNE-BILLANCOURT";"92100";"HAUTS-DE-SEINE";"92";"ILE-DE-FRANCE";"11";"Société par actions simplifiée (SAS)";"Activités des voyagistes";"7912Z";"Voyagiste, tour-opérateur";"08/1997";"M.";"GALVAO";"Victor";"Président";"10 à 19";"";"appartenance";"attachement";"convention";"esprits";"gala";"licence";"missions";"quai";"rapports";"tourisme";"50000";"NON";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"http://www.mamanlagence.com/";"https://fr-fr.facebook.com/mamanlagence/";"";"";"";"17";"";"";"5137470"
"414103259";"41410325900035";"TERRE DES LANGUES";"siège";"TERRE DES LANGUES";"";"";"4 PL DE LA VICTOIRE";"";"37000 TOURS";"37261";"TOURS";"37000";"INDRE-ET-LOIRE";"37";"CENTRE VAL DE LOIRE";"24";"Société par actions simplifiée (SAS)";"Activités des agences de voyage";"7911Z";"Agence de voyage";"10/1997";"M.";"LE VIGOUREUX";"PASCAL MARIE STANISLAS";"Président";"6 à 9";"6 à 9";"accident";"acheteur";"adultes";"annulation";"assurance";"brochure";"camps";"compagnies";"langues";"maladie";"35550";"OUI";"4235814";"96.953 %";"0247391300";"0247219304";"";"";"";"";"";"";"";"";"";"";"";"http://www.terredeslangues.com/sejours_2017/autres-pages/index.php";"";"";"";"compta@terredeslangues.com";"18";"";"";"4368933"
"414103259";"41410325900043";"TERRE DES LANGUES";"établissement";"TERRE DES LANGUES";"";"";"49 RUE LIANCOURT";"";"75014 PARIS 14";"75114";"PARIS 14";"75014";"PARIS";"75";"ILE-DE-FRANCE";"11";"Société par actions simplifiée (SAS)";"Activités des agences de voyage";"7911Z";"Agence de voyage";"10/1997";"M.";"LE VIGOUREUX";"PASCAL MARIE STANISLAS";"Président";"6 à 9";"1 ou 2";"accident";"acheteur";"adultes";"annulation";"assurance";"brochure";"camps";"compagnies";"langues";"maladie";"35550";"OUI";"4235814";"96.953 %";"0247391300";"";"";"";"";"";"";"";"";"";"";"";"";"http://www.terredeslangues.com/sejours_2017/autres-pages/index.php";"";"";"";"";"18";"";"";"4368933"
"414711317";"41471131700050";"VAP INCOMING";"siège";"VAP INCOMING";"";"";"5 AV DU GENERAL DE GAULLE";"";"94500 CHAMPIGNY-SUR-MARNE";"94017";"CHAMPIGNY-SUR-MARNE";"94500";"VAL-DE-MARNE";"94";"ILE-DE-FRANCE";"11";"Société à responsabilité limitée (sans autre indication)";"Activités des voyagistes";"7912Z";"Voyagiste, tour-opérateur";"11/1997";"Mme";"PEREZ";"Annie";"Gérant";"0";"";"tourisme";"tour";"loisir";"affairer";"riviera";"luxer";"voyager";"passionnant";"nulle";"distinct";"22867";"NON";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"vap-incoming.com";"https://www.facebook.com/VapIncomingFrancia";"";"";"contact@vap-incoming.com";"16";"";"";"4697557"
"414833616";"41483361600058";"SUNELIA";"siège";"SUNELIA";"SUNELIA";"IMMEUBLE LE GRAND ANGLE";"AV PERIE";"";"33520 BRUGES";"33075";"BRUGES";"33520";"GIRONDE";"33";"NOUVELLE AQUITAINE";"75";"Société par actions simplifiée (SAS)";"Activités des agences de voyage";"7911Z";"Agence de voyage";"10/1997";"M.";"FAVEAU";"Alain";"Président";"10 à 19";"10 à 19";"vacance";"camping";"montagne";"village";"zen";"euro";"domaine";"oyat";"atlantique";"";"464000";"OUI";"74483";"3.926 %";"0557143360";"0557143361";"SUNELIA";"[35, 38, 39, 41, 43]";"SUNELIA VACANCES";"[35, 38, 39, 41, 43]";"SUNELIA";"[14, 16, 21, 24, 25, 28]";"";"";"";"";"";"sunelia.com";"https://www.facebook.com/sunelia.campings";"https://twitter.com/sunelia";"";"contact@sunelia.com";"18";"";"";"1897261"
"415015213";"41501521300051";"GOODWILL AGENCY TRAVEL & EVENT";"siège";"GOODWILL AGENCY TRAVEL & EVENT";"";"";"259 RUE SAINT HONORE";"";"75001 PARIS 1";"75101";"PARIS 1";"75001";"PARIS";"75";"ILE-DE-FRANCE";"11";"Société à responsabilité limitée (sans autre indication)";"Activités des agences de voyage";"7911Z";"Agence de voyage";"12/1997";"Mme";"Martin";"Marie-Ange";"Gérant";"3 à 5";"0";"";"";"";"";"";"";"";"";"";"";"100000";"OUI";"322418";"18.225 %";"0252605000";"";"";"";"";"";"";"";"";"";"";"";"";"http://www.goodwilltravel.fr/";"";"";"";"";"17";"";"";"1769074"
"415015213";"41501521300069";"GOODWILL AGENCY TRAVEL & EVENT";"établissement";"GOODWILL AGENCY TRAVEL & EVENT";"";"";"99 RUE GRANDE";"";"36800 SAINT-GAULTIER";"36192";"SAINT-GAULTIER";"36800";"INDRE";"36";"CENTRE VAL DE LOIRE";"24";"Société à responsabilité limitée (sans autre indication)";"Activités des agences de voyage";"7911Z";"Agence de voyage";"12/1997";"Mme";"Martin";"Marie-Ange";"Gérant";"3 à 5";"3 à 5";"";"";"";"";"";"";"";"";"";"";"100000";"OUI";"322418";"18.225 %";"";"";"";"";"";"";"";"";"";"";"";"";"";"http://www.goodwilltravel.fr/";"";"";"";"";"17";"";"";"1769074"
"415136407";"41513640700178";"SEMITOUR PERIGORD";"établissement";"SEMITOUR PERIGORD";"";"";"MINJOU";"";"24560 FAURILLES";"24176";"FAURILLES";"24560";"DORDOGNE";"24";"NOUVELLE AQUITAINE";"75";"Autre SA à conseil d'administration";"Autres services de réservation et activités connexes";"7990Z";"Autres services de réservation liés au voyage, Guide touristique, Services d'assistance aux touristes, Activité de promotion du tourisme, Office de tourisme, syndicat d'initiative";"01/1998";"M.";"LAMONERIE";"Bruno";"Président du conseil d'administration";"50 à 99";"Unités non employeuses";"administration";"agenda";"business";"chat";"club";"concert";"contacts";"documentation";"foie";"grottes";"3365996";"NON";"";"";"0553056565";"";"Les Grands Sites du Périgord";"[09, 14, 16, 18, 20, 21, 35, 41, 43]";"LASCAUX II FAC-SIMILE DE LA GROTTE DE LASCAUX";"[00, 06, 09, 14, 16, 17, 18, 25, 28, 35, 38, 41, 42]";"";"";"";"";"";"";"";"http://www.semitourperigord.fr/";"http://www.facebook.com/DordognePerigordTourisme";"";"";"";"15";"";"";"8241924"
"417494283";"41749428300068";"S.E.A VOYAGES";"siège";"S.E.A VOYAGES";"";"86-88";"86 GRANDE RUE";"";"92310 SEVRES";"92072";"SEVRES";"92310";"HAUTS-DE-SEINE";"92";"ILE-DE-FRANCE";"11";"Société à responsabilité limitée (sans autre indication)";"Activités des voyagistes";"7912Z";"Voyagiste, tour-opérateur";"01/1998";"Mme";"OUAKLI";"Zahia";"Gérant";"6 à 9";"";"voyager";"agencer";"circuit";"voyageur";"paiement";"aventurer";"automne";"parc";"cirque";"";"50000";"NON";"";"";"0141920360";"";"SEA VOYAGES";"[39, 41, 43]";"S.E.A. SEJOURS.ENFANTS.ADULTES.VOYAGES";"[00, 16, 35, 39, 41, 42]";"";"";"";"";"";"";"";"sea-voyages.fr";"https://www.facebook.com/sea.voyages.fr/";"";"";"";"18";"";"";"3091800"
"417525565";"41752556500020";"SUMIAN EVASION";"établissement";"SUMIAN EVASION";"";"";"2 RUE D ENTRECASTEAUX";"";"13100 AIX-EN-PROVENCE";"13001";"AIX-EN-PROVENCE";"13100";"BOUCHES-DU-RHONE";"13";"PROVENCE ALPES COTE D'AZUR";"93";"Société à responsabilité limitée (sans autre indication)";"Activités des agences de voyage";"7911Z";"Agence de voyage";"02/1998";"M.";"SUMIAN";"Nicolas";"Gérant";"3 à 5";"1 ou 2";"avion";"brochures";"circuits";"";"";"";"";"";"";"";"10000";"NON";"";"";"0442271083";"";"";"";"";"";"";"";"";"";"";"";"";"http://www.sumian-evasion.fr/";"";"";"";"sumian.evasion-aix@orange.fr";"16";"";"";"1003206"
"417525565";"41752556500038";"SUMIAN EVASION";"siège";"SUMIAN EVASION";"";"";"75 AV DE LA GRANDE BEGUDE";"";"13770 VENELLES";"13113";"VENELLES";"13770";"BOUCHES-DU-RHONE";"13";"PROVENCE ALPES COTE D'AZUR";"93";"Société à responsabilité limitée (sans autre indication)";"Activités des agences de voyage";"7911Z";"Agence de voyage";"02/1998";"M.";"SUMIAN";"Nicolas";"Gérant";"3 à 5";"3 à 5";"avion";"brochures";"circuits";"";"";"";"";"";"";"";"10000";"NON";"";"";"0442275327";"";"";"";"";"";"";"";"";"";"";"";"";"http://www.sumian-evasion.fr/";"";"";"";"";"16";"";"";"1003206"
"417543766";"41754376600022";"REPARTIR";"siège";"REPARTIR";"";"38-40 11ERES BAT C ORNANO 3";"38 RUE DES RENOUILLERES";"";"93200 SAINT-DENIS";"93066";"SAINT-DENIS";"93200";"SEINE-SAINT-DENIS";"93";"ILE-DE-FRANCE";"11";"Autre SA à conseil d'administration";"Activités des voyagistes";"7912Z";"Voyagiste, tour-opérateur";"01/1998";"M.";"DUROVRAY";"Jean-Luc";"Président du conseil d'administration";"3 à 5";"3 à 5";"annulation";"assurances";"avion";"bagages";"billets";"brochure";"circuit";"compagnies";"embarquement";"franchise";"229000";"OUI";"784539";"26.452 %";"0153389260";"";"REPARTIR";"[00, 39, 42]";"";"";"";"";"";"";"";"";"";"http://www.repartir.fr/";"";"";"";"emmanuelle.berhila@repartir.fr";"17";"";"";"2965931"
"417647682";"41764768200026";"CHINA TRAVEL & CONSULTING";"siège";"CHINA TRAVEL & CONSULTING";"CHINA TOUR - VIETNAM TOURS";"";"49 RUE DE RIVOLI";"";"75001 PARIS 1";"75101";"PARIS 1";"75001";"PARIS";"75";"ILE-DE-FRANCE";"11";"Société à responsabilité limitée (sans autre indication)";"Activités des agences de voyage";"7911Z";"Agence de voyage";"10/1997";"M.";"WANG";"CHANGQING";"Gérant";"3 à 5";"3 à 5";"ambassade";"avion";"bagage";"billets";"capitale";"circuits";"golf";"lacs";"licence";"moteurs";"7622";"OUI";"6714648";"97.241 %";"0140267936";"";"VIETNAM TOURS";"[39]";"";"";"";"";"";"";"";"";"";"http://www.vietnamtours.fr/";"http://www.facebook.com/VietnamToursFR";"http://www.twitter.com/VietnamToursFR";"";"";"20";"";"";"6905159"
"418517215";"41851721500038";"SOCIETE DES LIGNES TOURISTIQUES";"siège";"SOCIETE DES LIGNES TOURISTIQUES";"TOOTBUS PARIS";"";"12 RUE AUBER";"";"75009 PARIS 9";"75109";"PARIS 9";"75009";"PARIS";"75";"ILE-DE-FRANCE";"11";"Société en nom collectif";"Activités des agences de voyage";"7911Z";"Agence de voyage";"04/1998";"M.";"Masson";"Arnaud";"Gérant";"10 à 19";"";"";"";"";"";"";"";"";"";"";"";"120000";"NON";"";"";"";"";"L OPEN TOUR";"[09, 16, 35, 39]";"L OPEN TOUR BY CITYVISION";"[09, 16, 35, 39]";"OPEN TOUR";"[16, 25, 28, 39]";"OPEN TOUR";"[16, 25, 28, 39]";"Paris à la Carte";"[00, 16, 35, 39]";"";"http://www.parislopentour.com/";"";"";"";"";"20";"";"";"2262380"
"418646303";"41864630300044";"QUARTIERS DU MONDE CONSULTING";"siège";"QUARTIERS DU MONDE CONSULTING";"";"8 PLACE CORNEILLE";"102 RUE DU POINT DU JOUR";"";"92100 BOULOGNE-BILLANCOURT";"92012";"BOULOGNE-BILLANCOURT";"92100";"HAUTS-DE-SEINE";"92";"ILE-DE-FRANCE";"11";"Société à responsabilité limitée (sans autre indication)";"Activités des voyagistes";"7912Z";"Voyagiste, tour-opérateur";"03/1998";"Mme";"PETIT";"Régine";"Gérant";"0";"0";"monde";"information";"transporter";"éventail";"mesurer";"passeport";"viser";"assurance";"";"";"20000";"OUI";"602700";"36.661 %";"";"";"Les artisans du voyage";"[39, 41]";"";"";"";"";"";"";"";"";"Oui";"quartiers-du-monde.fr";"https://www.facebook.com/quartiersdumonde";"https://twitter.com/QDMFrance";"";"";"1";"Clôture pour insuffisance d'actif";"02/2017";"1644000"
"419461751";"41946175100028";"LES VOYAGES DU BALISIER";"siège";"LES VOYAGES DU BALISIER";"";"LOT N° 17 RES ARCADES";"17 LD SAINTE MARIE";"";"97118 SAINT-FRANCOIS";"971125";"SAINT-FRANCOIS";"97118";"GUADELOUPE";"971";"GUADELOUPE";"01";"Société à responsabilité limitée (sans autre indication)";"Activités des agences de voyage";"7911Z";"Agence de voyage";"11/1998";"M.";"MALARET";"Francois";"Gérant";"6 à 9";"3 à 5";"web";"management";"euro";"colonial";"grenadine";"ile";"voyager";"licence";"destination";"";"45000";"NON";"";"";"0590885646";"";"";"";"";"";"";"";"";"";"";"";"";"sunpassion.fr";"";"";"";"";"18";"";"";"6477566"
"419461751";"41946175100077";"LES VOYAGES DU BALISIER";"établissement";"LES VOYAGES DU BALISIER";"";"";"29 RUE DES PETITES ECURIES";"";"75010 PARIS 10";"75110";"PARIS 10";"75010";"PARIS";"75";"ILE-DE-FRANCE";"11";"Société à responsabilité limitée (sans autre indication)";"Activités des agences de voyage";"7911Z";"Agence de voyage";"11/1998";"M.";"MALARET";"Francois";"Gérant";"6 à 9";"1 ou 2";"web";"management";"euro";"colonial";"grenadine";"ile";"voyager";"licence";"destination";"";"45000";"NON";"";"";"0145235706";"";"";"";"";"";"";"";"";"";"";"";"";"sunpassion.fr";"";"";"";"";"18";"";"";"6477566"
"419461751";"41946175100085";"LES VOYAGES DU BALISIER";"établissement";"LES VOYAGES DU BALISIER";"";"IMMEUBLE PLAZZA GENIPA";"ROND POINT DE GENIPA";"";"97224 DUCOS";"972207";"DUCOS";"97224";"MARTINIQUE";"972";"MARTINIQUE";"02";"Société à responsabilité limitée (sans autre indication)";"Activités des agences de voyage";"7911Z";"Agence de voyage";"11/1998";"M.";"MALARET";"Francois";"Gérant";"6 à 9";"1 ou 2";"web";"management";"euro";"colonial";"grenadine";"ile";"voyager";"licence";"destination";"";"45000";"NON";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"sunpassion.fr";"";"";"";"";"18";"";"";"6477566"
"419461751";"41946175100093";"LES VOYAGES DU BALISIER";"établissement";"LES VOYAGES DU BALISIER";"PASSION OUTREMER";"GILLOT BOX N0 5";"AEROPORT ROLAND GARROS";"";"97438 SAINTE-MARIE";"974418";"SAINTE-MARIE";"97438";"LA REUNION";"974";"LA REUNION";"04";"Société à responsabilité limitée (sans autre indication)";"Autres services de réservation et activités connexes";"7990Z";"Autres services de réservation liés au voyage, Guide touristique, Services d'assistance aux touristes, Activité de promotion du tourisme, Office de tourisme, syndicat d'initiative";"11/1998";"M.";"MALARET";"Francois";"Gérant";"6 à 9";"";"web";"management";"euro";"colonial";"grenadine";"ile";"voyager";"licence";"destination";"";"45000";"NON";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"sunpassion.fr";"";"";"";"";"18";"";"";"6477566"
"419535562";"41953556200047";"PROMETOUR EUROPE";"siège";"PROMETOUR EUROPE";"";"";"14 QUAI DE LA LOIRE";"";"75019 PARIS 19";"75119";"PARIS 19";"75019";"PARIS";"75";"ILE-DE-FRANCE";"11";"Société à responsabilité limitée (sans autre indication)";"Activités des agences de voyage";"7911Z";"Agence de voyage";"07/1998";"M.";"BUISSON";"Xavier";"Gérant";"10 à 19";"10 à 19";"agences";"atout";"bassin";"buisson";"circuit";"fondation";"fonds";"nuits";"parcs";"ponts";"7622";"OUI";"2036647";"62.268 %";"0155782255";"";"";"";"";"";"";"";"";"";"";"";"";"http://www.prometour.fr/";"http://www.facebook.com/Prometour";"";"";"";"19";"";"";"3270782"
"419722996";"41972299600032";"ANSEL";"siège";"ANSEL";"";"";"34 AV DES CHAMPS ELYSEES";"";"75008 PARIS 8";"75108";"PARIS 8";"75008";"PARIS";"75";"ILE-DE-FRANCE";"11";"Société à responsabilité limitée (sans autre indication)";"Activités des agences de voyage";"7911Z";"Agence de voyage";"04/1998";"M.";"Zhou";"Hongtu";"Gérant";"6 à 9";"6 à 9";"laboratoire";"licence";"ondes";"recueil";"scientifique";"soie";"suspension";"train";"annuaire";"assurances";"300000";"OUI";"3059320";"85.456 %";"0967742721";"";"";"";"";"";"";"";"";"";"";"";"";"https://www.irphe.fr/";"";"";"";"";"13";"";"";"3579988"
"419787395";"41978739500039";"HEMISPHERES";"siège";"HEMISPHERES";"HEMISPHERES VOYAGE";"";"4 AV DE L OBIOU";"";"38700 LA TRONCHE";"38516";"LA TRONCHE";"38700";"ISERE";"38";"AUVERGNE RHONE ALPES";"84";"Société à responsabilité limitée (sans autre indication)";"Activités des agences de voyage";"7911Z";"Agence de voyage";"08/1998";"M.";"MERCIER";"Johannes";"Gérant";"10 à 19";"10 à 19";"basket";"cadeau";"championnat";"football";"hockey";"match";"moto";"nuits";"paiements";"rugby";"330000";"OUI";"4192543";"69.766 %";"0438372222";"";"Hémisphères Voyages";"[41]";"";"";"";"";"";"";"";"";"";"http://www.hemispheres-voyages.fr/";"http://www.facebook.com/hemispheresvoyages";"http://www.twitter.com/psghand";"";"";"17";"";"";"6009431"
